Stock_Name,Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_12,EMA_26,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,OBV
삼성전자,2020-02-12,52662.42956482438,53011.76574767562,52138.42529054752,52837.09765625,12904207,52251.951953125,,52128.37535365199,51933.298909386474,46.853186442936355,195.0764442655127,130.34892468329653,64.72751958221616,55094.551885788496,52251.951953125,49409.3520204615,144787536.0
삼성전자,2020-02-13,53448.42403727348,53797.76014209226,52837.08585384061,53011.75390625,18449775,52282.51875,,52265.35793811959,52022.789239868594,44.11764318964105,242.5686982509942,152.8276635604469,89.74103469054731,55144.91923543548,52282.51875,49420.118264564524,163237311.0
삼성전자,2020-02-14,53186.427279277916,54059.76762869134,52575.08903468851,53972.43359375,13276067,52404.78671875,,52529.74580861931,52183.14285465866,53.787895730196965,346.6029539606461,191.63075754417736,154.97219641646876,55339.317082899106,52404.78671875,49470.2563546009,176513378.0
삼성전자,2020-02-17,53797.76371951219,54147.099847560974,53448.42759146341,53710.4296875,8740596,52439.7205078125,,52712.41892923155,52307.740164799376,61.73908985012339,404.6787644321739,234.28259925986393,170.39616517231,55420.937573968586,52439.7205078125,49458.50344165641,167772782.0
삼성전자,2020-02-18,53099.09030100334,53186.42433110368,52138.41596989967,52225.75,16674266,52374.21953125,,52637.188050417404,52301.101177217606,52.713181788710116,336.086873199798,254.65959836982108,81.42727482997691,55311.27908968914,52374.21953125,49437.159972810856,151098516.0
삼성전자,2020-02-19,52225.7536986088,52749.757916320596,51876.4175534676,52575.08984375,12951496,52278.1521484375,,52627.59577672278,52323.13484661374,63.15787821695396,304.4609301090386,264.6261817903922,39.834748318646405,55043.61491437126,52278.1521484375,49512.68938250373,164050012.0
삼성전자,2020-02-20,53011.75617838542,53535.76035807292,52051.08184895833,52400.41796875,14591924,52217.018359375,,52592.52561137788,52329.31063465556,66.6666114474422,263.2149767223236,264.3437975909785,-1.1288208686548842,54910.41416890572,52217.018359375,49523.62254984427,149458088.0
삼성전자,2020-02-21,51352.41773120777,52225.75816881334,51090.4155999261,51701.75390625,13777393,52081.651171875,,52455.086768873414,52279.45284206833,59.25927766568266,175.63392680508696,246.59462351342484,-70.96069670833788,54575.94402561856,52081.651171875,49587.35831813143,135680695.0
삼성전자,2020-02-24,50129.73466384243,50741.07289145026,49605.73046875,49605.73046875,25627537,51906.983203125,,52015.650092981356,52068.16768973232,40.869628123441835,-52.517596750964,186.7527596654429,-239.2703564164069,54583.860169100684,51906.983203125,49230.10623714931,110053158.0
삼성전자,2020-02-25,49081.72007232297,50653.732458981,49081.72007232297,50566.3984375,23885408,51867.6822265625,,51792.22617961199,51950.07800777995,43.33328984813104,-157.85182816795714,117.81394455910754,-275.6657727270647,54601.31938192458,51867.6822265625,49134.045071200424,133938566.0
삼성전자,2020-02-26,48907.05254424779,49780.39276825221,48907.05254424779,49343.72265625,25483102,51754.1478515625,,51414.87290598103,51746.06087024202,30.508481000806995,-331.1879642609929,27.994908111056034,-359.1828723720489,54711.53259759903,51754.1478515625,48796.76310552597,108455464.0
삼성전자,2020-02-27,49169.06270963775,49693.066930344365,48470.39041536226,48819.7265625,23209541,51697.380859375,,51015.02749368611,51517.95546909894,30.769242531920042,-502.92797541282926,-78.20731446465379,-424.72066094817546,54838.073909717146,51697.380859375,48556.687809032854,85245923.0
삼성전자,2020-02-28,48033.72311750461,48470.39332766374,47335.05078125,47335.05078125,30054227,51601.313671875,,50448.16691755368,51193.16004070582,28.34651215536782,-744.9931231521405,-211.58220476596344,-533.4109183861771,55147.71903770845,51601.313671875,48054.90830604156,55191696.0
삼성전자,2020-03-02,47422.37279829545,48470.381036931816,46811.03465909091,48033.7109375,30403412,51505.2458984375,,50076.31788541377,50948.707922749105,31.578837628659684,-872.3900373353317,-343.7578266027895,-528.6322107325423,55332.40057076841,51505.2458984375,47678.09122610658,85595108.0
삼성전자,2020-03-03,49518.39712601534,49693.06519347924,48121.05258630415,48383.0546875,30330295,51352.41171875,,49815.58193197852,50750.851300218004,30.534285204086686,-935.269368239482,-462.0701998337277,-473.1991684057543,55426.731996276874,51352.41171875,47278.09144122313,115925403.0
삼성전자,2020-03-04,47859.05700130662,50304.41027874564,47684.388910060974,50129.7421875,24765728,51260.7111328125,,49863.950997826876,50703.09828246389,38.92621700619193,-839.1472846370161,-537.4907496510266,-301.65653498598954,55359.578980390615,51260.7111328125,47161.84328523439,140691131.0
삼성전자,2020-03-05,50304.39446366782,50653.73053633218,49518.388300173014,50479.0625,21698990,51116.6095703125,,49958.64436275402,50685.92189141197,35.91542796449875,-727.277528657949,-575.4501721599531,-151.82735649799588,55105.73877200067,51116.6095703125,47127.48036862433,162390121.0
삼성전자,2020-03-06,49343.72265625,49955.060813053096,49081.72058904867,49343.72265625,18716656,50946.3076171875,,49863.98957599516,50583.28430797281,33.552577953615526,-719.2947319776504,-604.220337240916,-115.07439473673435,54932.68858921584,50946.3076171875,46959.92664515916,143673465.0
삼성전자,2020-03-09,49343.72265625,49343.72265625,49343.72265625,49343.72265625,0,50806.5732421875,,49783.91168309558,50488.721927393846,37.77773065713092,-704.8102442982636,-624.3390196861526,-80.47122461211097,54812.88442487392,50806.5732421875,46800.26205950108,143673465.0
삼성전자,2020-03-10,46985.71438587454,47946.388843578294,46898.38034426511,47684.38671875,32106554,50575.137890625,,49460.78209608231,50275.26010615465,31.33328323815249,-814.4780100723437,-662.367877853236,-152.11013221910775,54746.39826678243,50575.137890625,46403.877514467575,111566911.0
삼성전자,2020-03-11,47422.38812080134,47509.722168905944,45413.70501439539,45501.0390625,45707281,50208.3349609375,,48851.390198370194,49912.59495387794,27.167587465552444,-1061.2047555077443,-742.1370322957256,-319.0677232120187,54810.08157439696,50208.3349609375,45606.58834747804,65859630.0
삼성전자,2020-03-12,45501.0390625,45501.0390625,45501.0390625,45501.0390625,0,49832.79921875,,48335.80790888389,49578.11089606995,28.48479213354156,-1242.3029871860563,-842.1720079573944,-400.1309792286619,54690.029889954145,49832.79921875,44975.56854754585,65859630.0
삼성전자,2020-03-13,41440.00063344595,45064.36317567567,40915.99641047297,43623.3515625,59462933,49315.3451171875,50747.186640625,47610.643661471906,49127.408074226834,28.92302272036025,-1516.7644127549283,-977.0924145652914,-539.671998189637,54509.081608297376,49315.3451171875,44121.60862607762,6396697.0
삼성전자,2020-03-16,43754.35618769172,44453.0285419862,42619.01361196319,42706.34765625,33339821,48765.141015625,50637.145859375,46855.98603888325,48642.19495076249,22.22218847695426,-1786.2089118792355,-1138.9175617446238,-647.2913501346118,54317.53939738886,48765.141015625,43212.74263386114,-26943124.0
삼성전자,2020-03-17,40959.656101347784,43361.341693644295,40784.98805827167,41308.9921875,51218151,48219.303125,50493.91796875,46002.45829632339,48088.880423809525,21.951167626904848,-2086.422127486134,-1328.4202058830801,-758.0019216030537,54444.85180509644,48219.303125,41993.754444903556,-78161275.0
삼성전자,2020-03-18,41701.9979911938,42226.00215443393,39824.31640625,39824.31640625,40152623,47581.764453125,50320.9965625,45051.83915318669,47466.15049446197,20.57137029754695,-2414.311341275279,-1545.6000200047895,-868.7113212704896,54501.93680654933,47581.764453125,40661.59209970066,-118313898.0
삼성전자,2020-03-19,40522.98879511059,40741.323864049766,36942.29366450815,37509.96484375,56925513,46837.241796875,50096.547890625,43891.41055449993,46716.91341271729,19.512135402171552,-2825.5028582173545,-1801.582084120126,-1023.9207740972286,54712.68232403001,46837.241796875,38961.801269719996,-175239411.0
삼성전자,2020-03-20,38557.980692455945,39736.99029460352,38033.9764248348,39649.65625,49730008,46234.6369140625,49897.42640625,43238.766228628105,46185.70457988547,26.11943852278442,-2946.9383512573622,-2030.6544088742214,-916.2839423831408,54382.51273211201,46234.6369140625,38086.761096013,-125509403.0
삼성전자,2020-03-23,37204.29887867647,38033.972210477936,37029.630808823524,37116.96484375,41701626,45610.1986328125,49616.210859375,42296.86912936123,45504.79741866537,21.46017344452983,-3207.928289304138,-2266.110065904405,-941.8182233997331,54546.36572038343,45610.1986328125,36674.03154524157,-167211029.0
삼성전자,2020-03-24,38295.96947800187,41003.32421875,37597.29728684106,41003.32421875,49801908,45132.044921875,49397.002265625,42097.84764827922,45167.154433496165,29.141675830940272,-3069.306785216948,-2426.7498905868647,-642.5568946300832,53974.507028014974,45132.044921875,36289.582815735026,-117409121.0
삼성전자,2020-03-25,42750.009916174204,43317.681140801644,41177.99729412898,42488.0078125,52735922,44789.2591796875,49198.7540625,42157.87600785666,44966.38644232252,32.63759576562083,-2808.510434465854,-2503.1021821900786,-305.40825227577534,53474.40752026302,44789.2591796875,36104.11083911198,-64673199.0
삼성전자,2020-03-26,42793.672365324266,43055.674441030336,41658.33003726465,41745.6640625,42185129,44435.5560546875,48985.658984375,42094.455460884754,44725.24239040329,33.20464774024242,-2630.7869295185374,-2528.639180574941,-102.14774894359653,53004.9967901739,44435.5560546875,35866.1153192011,-106858328.0
삼성전자,2020-03-27,43317.68232401656,43405.016360960144,40915.99630806807,42182.33984375,39896178,44177.9205078125,48798.764296875,42107.976734931835,44535.00043700011,34.46972649036289,-2427.023702068276,-2508.3160537285066,81.29235166023045,52689.957014571766,44177.9205078125,35665.88400105324,-66962150.0
삼성전자,2020-03-30,41394.04043805512,42537.7652535593,40954.14627824582,42097.87109375,26797395,43881.128515625,48580.486640625,42106.421962549124,44352.80629790912,36.9968151858572,-2246.384335359995,-2455.929645829255,209.54531046926013,52239.64654195947,43881.128515625,35522.610489290535,-93759545.0
삼성전자,2020-03-31,42229.84947643979,42669.74374181937,41482.0292252945,42009.90234375,30654261,43562.4708984375,48349.969296875,42091.57231882524,44177.77588252281,40.99570706485546,-2086.2035636975706,-2381.9843568775896,295.7807931800189,51680.8218675382,43562.4708984375,35444.119929336804,-124413806.0
삼성전자,2020-04-01,41745.95540222434,42141.860142603706,40294.3046875,40294.3046875,27259532,43070.6990234375,48065.926640625,41815.062175796586,43887.838305205274,37.66267592102032,-2072.7761294086886,-2320.1426628604836,247.36653345179502,50690.28974777524,43070.6990234375,35451.10829909975,-151673338.0
삼성전자,2020-04-02,40646.22075320513,41218.08316639957,39898.40067441239,41174.09375,21621076,42605.4505859375,47816.946640625,41716.449406467786,43685.35032006674,43.90842694969976,-1968.9009135989545,-2249.894268912546,280.99335531359156,49413.50175342578,42605.4505859375,35797.39941844922,-130052262.0
삼성전자,2020-04-03,41701.97004654255,41877.92772606383,40954.14990857713,41350.0546875,22784682,42205.7671875,47555.76578125,41660.079903611906,43511.19490053066,46.497650009713865,-1851.1149969187536,-2170.138374462919,319.0233775441652,48243.14524004527,42205.7671875,36168.389134954734,-107267580.0
삼성전자,2020-04-06,41789.94160677618,42933.66632443532,41569.994545687885,42845.6875,23395726,41880.8654296875,47350.697734375,41842.48404183709,43461.58933764323,53.948162861893685,-1619.105295806141,-2059.931714457745,440.82641865160394,46917.2603809103,41880.8654296875,36844.470478464704,-83871854.0
삼성전자,2020-04-07,43681.489415322576,44165.37298387097,43109.62701612903,43637.5,31524034,41678.52109375,47196.399375,42118.64414731832,43474.695279623236,60.15872239503061,-1356.051132304914,-1919.1555527834648,563.1044204785508,46008.85700031801,41678.52109375,37348.185187181996,-52347820.0
삼성전자,2020-04-08,43637.50720164609,43769.475469393,42757.71875,42757.71875,25010314,41541.355078125,47019.265546875,42216.9644629967,43421.30101573001,65.13764362408772,-1204.336552733308,-1776.1917160159892,571.8551632826811,45521.51182445979,41541.355078125,37561.19833179021,-77358134.0
삼성전자,2020-04-09,43769.47182090122,43813.4612398167,42845.69402367617,43197.609375,22628058,41426.18359375,46884.11640625,42367.834399010026,43404.64899716752,61.347163671326086,-1036.8145981574926,-1628.3162620280732,591.5016638705806,45040.38419165941,41426.18359375,37811.98299584059,-54730076.0
삼성전자,2020-04-10,43065.649373413704,43329.5859375,42801.712809327415,43329.5859375,17839111,41411.4953125,46765.580234375,42515.79740899029,43399.06321876556,73.47407467101661,-883.2658097752646,-1479.3061470578293,596.0403372825647,44990.31301807737,41411.4953125,37832.67760692263,-36890965.0
삼성전자,2020-04-13,42801.71113564311,43021.65826378106,42493.78515625,42493.78515625,14431800,41400.8671875,46616.354609375,42512.41088465446,43331.72034807927,57.31882195427918,-819.3094634248046,-1347.3067929547813,527.9973295299767,44964.725131957064,41400.8671875,37837.009243042936,-51322765.0
삼성전자,2020-04-14,42933.6712372449,43285.5865752551,42493.777064732145,43109.62890625,14206216,41490.8990234375,46449.752421875,42604.29112928678,43315.204357131835,53.33718916547517,-710.9132278450561,-1220.028066528822,509.1148386837658,45135.056780305655,41490.8990234375,37846.74126656935,-37116549.0
삼성전자,2020-04-16,43417.55482700893,43417.55482700893,42713.72415098852,43109.62890625,23349760,41655.1646484375,46272.669921875,42682.035795737545,43299.92104719669,57.956674491745844,-617.8852514591417,-1099.5994933687984,481.7142419096567,45279.13694552987,41655.1646484375,38031.19235134513,-37116549.0
삼성전자,2020-04-17,44693.25580617705,45749.00200632296,44253.361556116244,45221.12890625,32041675,42040.7228515625,46109.870625,43072.6671762061,43442.71285558492,64.82911434390323,-370.045679378818,-953.6887207364357,583.6430413576177,45441.741254930166,42040.7228515625,38639.70444819484,-5074874.0
삼성전자,2020-04-20,45221.11933944611,45221.11933944611,43989.415699850295,44077.39453125,21866354,42262.109765625,45936.42328125,43227.24117499041,43489.87313625318,58.75485547762835,-262.63196126277035,-815.4773613893608,552.8454001265904,45583.28546355859,42262.109765625,38940.93406769141,-26941228.0
삼성전자,2020-04-21,43461.55421954315,43725.490783629444,42845.702236675126,43329.5859375,27407543,42572.7408203125,45760.246796875,43242.98657129721,43477.96568519498,55.514706962583,-234.9791138977671,-699.3777068829773,464.39859298521026,44872.884712666615,42572.7408203125,40272.59692795839,-54348771.0
삼성전자,2020-04-22,42845.70024918506,43989.425307171514,42537.774272034854,43857.45703125,18613864,42715.4474609375,45591.1340625,43337.52073322505,43506.15138676546,66.53066402321119,-168.63065354040737,-593.2282925513817,424.5976390109744,44959.070832751015,42715.4474609375,40471.82408912399,-35734907.0
삼성전자,2020-04-23,44165.383008400204,44253.36185901454,43549.531054099796,43857.45703125,18754442,42783.919921875,45411.54125,43417.51110834385,43532.23849938599,63.55560782685535,-114.72739104213542,-497.52810960753897,382.80071856540354,45081.2618743322,42783.919921875,40486.5779694178,-35734907.0
삼성전자,2020-04-24,43681.487260163376,43769.46608646784,43109.6248891844,43417.55078125,15618347,42867.5142578125,45219.6571875,43417.517211879196,43523.723627812156,60.173124893565245,-106.20641593296023,-419.26376914410923,313.057353211149,45127.146635802026,42867.5142578125,40607.88187982298,-51353254.0
삼성전자,2020-04-27,43417.56277817828,43989.425307171514,43197.61565164243,43857.45703125,14049471,42951.2701171875,45017.35765625,43485.200367287216,43548.49711187735,55.555612753330735,-63.2967445901304,-348.0703629754349,284.7736183853045,45228.083663157326,42951.2701171875,40674.45657121768,-37303783.0
삼성전자,2020-04-28,43857.44745275075,44077.39453125,43373.563880052396,44077.39453125,16095399,43050.2462890625,44824.696953125,43576.30728278815,43587.75171190909,52.57731864385522,-11.444429120943823,-280.74517525291014,269.3007461319663,45342.90598495438,43050.2462890625,40757.58659317063,-21208384.0
삼성전자,2020-04-29,43901.450828124995,44429.323984375,43637.51425,43989.4296875,15604533,43149.22265625,44659.970546875,43639.86464727221,43617.55978446638,57.954589028793315,22.304862805831362,-220.1351669557947,242.44002976162605,45423.619917835575,43149.22265625,40874.825394664425,-36812917.0
삼성전자,2020-05-04,43021.65758698454,43197.6152867268,42669.7421875,42669.7421875,26083749,43267.99453125,44461.86359375,43490.61489610268,43547.232782936095,46.93881341925756,-56.61788683341729,-187.43171063547535,130.81382380205807,45124.32954737655,43267.99453125,41411.65951512345,-62896666.0
삼성전자,2020-05-06,43109.63216145833,43285.58984375,42669.737955729164,43285.58984375,18070225,43373.5693359375,44279.56703125,43459.07255496756,43527.82159318685,49.75841742500387,-68.74903821928456,-163.69517598045576,94.9461377611712,44947.1252729674,43373.5693359375,41800.0133989076,-44826441.0
삼성전자,2020-05-07,43285.59115650615,43373.570000320185,42845.69693743596,42933.67578125,13884411,43452.750390625,44104.20546875,43378.24222703664,43483.74723480612,52.55100099129581,-105.5050077694832,-152.05714227088166,46.552134501398456,44728.83600742396,43452.750390625,42176.664773826036,-58710852.0
삼성전자,2020-05-08,43197.612312692116,43417.559422227205,42933.67578125,42933.67578125,15319700,43457.1498046875,43970.764375,43309.84734980789,43442.94672302328,48.90112785403278,-133.09937321538746,-148.26558844222154,15.166215226834083,44725.00334775672,43457.1498046875,42189.29626161828,-58710852.0
삼성전자,2020-05-11,43021.65989798553,43329.58588907541,42493.78677040289,42581.765625,16357743,43404.3630859375,43811.07171875,43197.8347221396,43379.07656619249,46.84216306910726,-181.24184405288543,-154.86083958879203,-26.381004464093394,44727.31372727858,43404.3630859375,42081.41244459641,-75068595.0
삼성전자,2020-05-12,42581.76141701461,42669.740262917534,41833.94122683977,42141.8671875,23433590,43373.5705078125,43667.034609375,43035.378111317434,43287.3263962976,26.97364923483174,-251.94828498016432,-174.27832872462534,-77.66995625553898,44785.566164305565,43373.5705078125,41961.57485131944,-98502185.0
삼성전자,2020-05-13,41570.005451049175,42713.73046875,41526.01602729145,42713.73046875,20223277,43349.3765625,43544.9146875,42985.89384133817,43244.792725467756,38.84896084879986,-258.8988841295868,-191.20243984575185,-67.69644428383495,44790.351769809364,43349.3765625,41908.40135519064,-78278908.0
삼성전자,2020-05-14,42009.90441894531,42317.83041992188,41921.925561523436,42229.8515625,19305974,43294.38984375,43442.810703125,42869.57961023228,43169.53804092095,40.60150225338007,-299.95843068866816,-212.95363805560012,-87.00479263306804,44819.99026914879,43294.38984375,41768.78941835122,-97584882.0
삼성전자,2020-05-15,42581.754669540234,42625.74408552116,41965.90284580721,42097.87109375,18463118,43274.594140625,43324.09390625,42750.85519340351,43090.08310044264,33.870905369657166,-339.2279070391305,-238.20849189063574,-101.01941514849477,44853.285869580934,43274.594140625,41695.90241166906,-116048000.0
삼성전자,2020-05-18,42185.85560883069,43197.612312692116,41877.92965548156,42933.67578125,20481981,43265.796484375,43215.106328125,42778.98144363668,43078.48761638545,42.657330498370555,-299.50617274877004,-250.46802807714778,-49.03814467162226,44850.309346969,43265.796484375,41681.283621781,-95566019.0
삼성전자,2020-05-19,44077.39779292992,44429.31314457008,43725.482441289765,44253.35546875,25168295,43322.9828125,43097.57859375,43005.80825732695,43165.58272011899,55.82826230258391,-159.77446279204014,-232.32931500250749,72.55485221046735,44965.267082935636,43322.9828125,41680.69854206436,-70397724.0
삼성전자,2020-05-20,43989.4296875,44165.387406249996,43813.47196875,43989.4296875,14896899,43261.3978515625,42967.7859375,43157.13465411642,43226.65247619994,50.94343100038592,-69.51782208352233,-199.76701639340732,130.24919430988498,44681.29795287259,43261.3978515625,41841.497750252405,-85294623.0
삼성전자,2020-05-21,44253.35168762512,44341.33051801802,43857.446950857106,43945.42578125,14949266,43254.7994140625,42859.82,43278.41022767729,43279.93053025745,49.032254368375824,-1.5203025801602053,-160.11767360610972,158.5973710259495,44659.882311325506,43254.7994140625,41849.7165167995,-100243889.0
삼성전자,2020-05-22,43637.50769230769,43813.46538461539,42757.71923076923,42889.6875,19706284,43232.8044921875,42730.739296875,43218.606724627265,43251.00574998402,42.93781512605042,-32.399025356753555,-134.573943943535,102.17491858678144,44646.702680124625,43232.8044921875,41818.90630425037,-119950173.0
삼성전자,2020-05-25,42889.68522102098,43021.65348323951,42625.74869658393,42977.6640625,14337913,43188.81484375,42636.60484375,43181.53861936069,43230.74661601236,52.34896289003368,-49.20799665166851,-117.50075447836899,68.29275782670048,44575.3643261329,43188.81484375,41802.2653613671,-105612260.0
삼성전자,2020-05-26,42845.702236675126,43505.54364689087,42757.7233819797,43329.5859375,15127490,43162.4212890625,42593.17578125,43204.31513161182,43238.07193140421,50.3497028938124,-33.756799792390666,-100.7519635358424,66.99516374345174,44515.06152987478,43162.4212890625,41809.78104825022,-90484770.0
삼성전자,2020-05-27,43065.642421561875,43989.42024674349,42933.67416082165,43901.44140625,19548479,43186.6158203125,42561.183828125,43311.56533475502,43287.234548017186,57.4324162162681,24.33078673783166,-75.73541347473764,100.0662002125693,44575.30102726438,43186.6158203125,41797.93061336062,-70936291.0
삼성전자,2020-05-28,44957.18782552083,45045.166666666664,43901.44173177083,44341.3359375,31309318,43210.809765625,42575.543515625,43469.99159013679,43365.35164404796,60.126567694326646,104.63994608883513,-39.66034155467447,144.3002876435096,44664.06491748838,43210.809765625,41757.554613761626,-39626973.0
삼성전자,2020-05-29,43989.425388313604,44605.27734375,43725.48883598373,44605.27734375,27596961,43237.20390625,42613.522109375,43644.65094506089,43457.23666851953,64.74354851104161,187.41427654135623,5.7545820719326075,181.6596944694236,44773.52916685176,43237.20390625,41700.878645648234,-12030012.0
삼성전자,2020-06-01,44693.2448425293,45045.16015625,44517.287185668945,45045.16015625,16949183,43289.9904296875,42688.24546875,43860.11390920286,43574.906491417336,71.15378813623481,285.20741778552474,61.645149221937494,223.56226856358725,44998.084876726694,43289.9904296875,41581.89598264831,4919171.0
